date,wind_offshore_50hz_actual,wind_offshore_50hz_fitted,wind_offshore_50hz_lower,wind_offshore_50hz_upper
2026-08-04 23:00:00+00:00,,863.8833,656.442,1071.3246
2026-08-05 00:00:00+00:00,,688.84753,481.40628,896.28876
2026-08-05 01:00:00+00:00,,879.5053,672.0641,1086.9465
2026-08-05 02:00:00+00:00,,748.34424,540.903,955.7855
2026-08-05 03:00:00+00:00,,841.79614,634.3549,1049.2374
2026-08-05 04:00:00+00:00,,582.7279,375.28668,790.1692
2026-08-05 05:00:00+00:00,,406.33398,198.89272,613.7752
2026-08-05 06:00:00+00:00,,303.43045,95.98919,510.8717
2026-08-05 07:00:00+00:00,,277.04633,69.605064,484.48755
2026-08-05 08:00:00+00:00,,292.3786,84.93734,499.81985
2026-08-05 09:00:00+00:00,,293.6238,86.18258,501.06506
2026-08-05 10:00:00+00:00,,167.44698,-39.9943,374.8882
2026-08-05 11:00:00+00:00,,163.14818,-44.293068,370.58942
2026-08-05 12:00:00+00:00,,26.09255,-181.34874,233.5338
2026-08-05 13:00:00+00:00,,46.140465,-161.30083,253.58168
2026-08-05 14:00:00+00:00,,70.882225,-136.55907,278.32346
2026-08-05 15:00:00+00:00,,119.40673,-88.03452,326.848
2026-08-05 16:00:00+00:00,,210.9239,3.4826877,418.36517
2026-08-05 17:00:00+00:00,,334.2092,126.76794,541.65045
2026-08-05 18:00:00+00:00,,564.64764,357.2064,772.08887
2026-08-05 19:00:00+00:00,,536.76294,329.32172,744.2042
2026-08-05 20:00:00+00:00,,617.7599,410.31863,825.2012
2026-08-05 21:00:00+00:00,,639.67346,432.2322,847.1147
2026-08-05 22:00:00+00:00,,854.58984,647.1486,1062.0311
2026-08-05 23:00:00+00:00,,870.7343,663.293,1078.1755
